mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__colsample_bytree,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2.5774264335632324,0.13505846617704687,0.16249306996663412,0.0118353188711072,0.5,0.2,8,300,0.5,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 8, 'model__n_estimators': 300, 'model__subsample': 0.5}",0.6,0.525,0.5897435897435898,0.5715811965811967,0.033202955631881206,270
2.6327964464823403,0.3272917943308729,0.1773232618967692,0.010055575145394999,0.5,0.2,8,300,0.8,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 8, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.6,0.55,0.6410256410256411,0.597008547008547,0.03722121638960116,215
1.9268943468729656,0.2169406043659797,0.1809574762980143,0.007978587631991958,0.5,0.2,8,300,1.0,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 8, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.6,0.625,0.5897435897435898,0.60491452991453,0.014806936871000351,199
4.284765084584554,0.5508073580685467,0.21853017807006836,0.016355576182593045,0.5,0.2,8,500,0.5,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 8, 'model__n_estimators': 500, 'model__subsample': 0.5}",0.625,0.525,0.5897435897435898,0.57991452991453,0.04141221891215544,256
4.000431537628174,0.3980600877328395,0.23833473523457846,0.029338149732320268,0.5,0.2,8,500,0.8,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 8, 'model__n_estimators': 500, 'model__subsample': 0.8}",0.6,0.55,0.6410256410256411,0.597008547008547,0.03722121638960116,215
2.5518354574839273,0.15634825733039354,0.24875124295552573,0.017321277396115973,0.5,0.2,8,500,1.0,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 8, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.625,0.6,0.5897435897435898,0.60491452991453,0.014806936871000351,199
1.2690935929616292,0.16064026268177398,0.10000189145406087,0.00875469133938197,0.5,0.2,10,100,0.5,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 10, 'model__n_estimators': 100, 'model__subsample': 0.5}",0.575,0.625,0.6153846153846154,0.6051282051282051,0.02166249390861003,193
1.0519556204477947,0.010828427777320505,0.09985852241516113,0.0032886883922971094,0.5,0.2,10,100,0.8,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 10, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.6,0.575,0.6410256410256411,0.6053418803418803,0.027218230194754056,184
0.7980225880940756,0.013252027349834047,0.1016077200571696,0.001944675355750808,0.5,0.2,10,100,1.0,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 10, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.6,0.625,0.5897435897435898,0.60491452991453,0.014806936871000351,199
2.8489420413970947,0.24729785300077042,0.17015504837036133,0.014622534825495697,0.5,0.2,10,300,0.5,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 10, 'model__n_estimators': 300, 'model__subsample': 0.5}",0.6,0.525,0.5897435897435898,0.5715811965811967,0.033202955631881206,270
2.546358664830526,0.10280666837030712,0.15885114669799805,0.0022634155265171497,0.5,0.2,10,300,0.8,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 10, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.6,0.575,0.6410256410256411,0.6053418803418803,0.027218230194754056,184
1.7874313195546467,0.08906948719644467,0.17631212870279947,0.006373984876699025,0.5,0.2,10,300,1.0,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 10, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.6,0.6,0.5641025641025641,0.588034188034188,0.01692221356685754,246
4.002698500951131,0.12072433031920887,0.20584321022033691,0.0010731994022858164,0.5,0.2,10,500,0.5,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 10, 'model__n_estimators': 500, 'model__subsample': 0.5}",0.625,0.525,0.5897435897435898,0.57991452991453,0.04141221891215544,256
4.206170002619426,0.4147259098952234,0.23453903198242188,0.008281029592364061,0.5,0.2,10,500,0.8,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 10, 'model__n_estimators': 500, 'model__subsample': 0.8}",0.6,0.525,0.6410256410256411,0.5886752136752137,0.04803939656038767,237
2.8275816440582275,0.29484146651716464,0.24158271153767905,0.006707326301228174,0.5,0.2,10,500,1.0,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 10, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.6,0.6,0.5897435897435898,0.5965811965811966,0.0048349181619592825,221
1.2010819911956787,0.17979622421677074,0.0932011604309082,0.00896676231890894,0.5,0.2,12,100,0.5,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 12, 'model__n_estimators': 100, 'model__subsample': 0.5}",0.575,0.625,0.6153846153846154,0.6051282051282051,0.02166249390861003,193
1.1672948996225994,0.1641596158892261,0.1058510144551595,0.009314293267082165,0.5,0.2,12,100,0.8,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 12, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.6,0.575,0.6410256410256411,0.6053418803418803,0.027218230194754056,184
0.80327836672465,0.03010960702103773,0.10046084721883138,0.006537703706267075,0.5,0.2,12,100,1.0,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 12, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.625,0.625,0.5897435897435898,0.6132478632478633,0.016620031181735086,173
2.965426206588745,0.31063310440983466,0.17313536008199057,0.011015538871403857,0.5,0.2,12,300,0.5,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 12, 'model__n_estimators': 300, 'model__subsample': 0.5}",0.6,0.525,0.5897435897435898,0.5715811965811967,0.033202955631881206,270
2.537524700164795,0.17738432539187715,0.1656177838643392,0.005146833789373673,0.5,0.2,12,300,0.8,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 12, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.6,0.575,0.6153846153846154,0.5967948717948718,0.01664199357147076,218
1.697597583134969,0.10788690992833513,0.17647624015808105,0.013717705213204067,0.5,0.2,12,300,1.0,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 12, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.6,0.625,0.5641025641025641,0.5963675213675214,0.024993607189067887,233
4.19696307182312,0.26477591894088276,0.21988964080810547,0.007679162470622184,0.5,0.2,12,500,0.5,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 12, 'model__n_estimators': 500, 'model__subsample': 0.5}",0.625,0.525,0.5897435897435898,0.57991452991453,0.04141221891215544,256
3.938786347707113,0.25715060439316295,0.223797877629598,0.0064724694474831,0.5,0.2,12,500,0.8,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 12, 'model__n_estimators': 500, 'model__subsample': 0.8}",0.6,0.525,0.6153846153846154,0.5801282051282052,0.03948426562675511,253
2.6353941758473716,0.3138905989866888,0.24326793352762857,0.019382324373245975,0.5,0.2,12,500,1.0,"{'model__colsample_bytree': 0.5, 'model__learning_rate': 0.2, 'model__max_depth': 12, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.6,0.6,0.5897435897435898,0.5965811965811966,0.0048349181619592825,221
0.9609786669413248,0.011641740585466605,0.08780368169148763,0.0030249922717863176,0.8,0.01,5,100,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 100, 'model__subsample': 0.5}",0.0,0.0,0.0,0.0,0.0,317
0.9368812243143717,0.008016018841956534,0.0957182248433431,0.004913117486454089,0.8,0.01,5,100,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.35,0.125,0.05128205128205128,0.17542735042735044,0.12705718259877283,304
0.7238802909851074,0.004896492908163276,0.09200596809387207,0.0023502847388854977,0.8,0.01,5,100,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.375,0.225,0.1794871794871795,0.25982905982905985,0.08353088571561126,293
2.8639373779296875,0.20300296724318667,0.1835157871246338,0.006942742885575533,0.8,0.01,5,300,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 300, 'model__subsample': 0.5}",0.55,0.65,0.5128205128205128,0.570940170940171,0.05792766175705386,274
2.7337919076283774,0.15397010672242087,0.19710294405619302,0.011682627517303205,0.8,0.01,5,300,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.6,0.675,0.5641025641025641,0.613034188034188,0.046202293344518496,181
1.6148593425750732,0.01331702177907237,0.1815195083618164,0.0017375018255209355,0.8,0.01,5,300,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.6,0.65,0.6410256410256411,0.6303418803418803,0.021765524065379245,74
4.241276025772095,0.40197197936742884,0.2830715974171956,0.014053591742733013,0.8,0.01,5,500,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 500, 'model__subsample': 0.5}",0.6,0.675,0.6153846153846154,0.6301282051282051,0.03234480977318686,94
4.144843419392903,0.24267057017021498,0.31902050971984863,0.007765067468331075,0.8,0.01,5,500,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 500, 'model__subsample': 0.8}",0.625,0.7,0.6410256410256411,0.6553418803418803,0.03224867988119694,10
3.0443979104359946,0.44751973538143985,0.3027738730112712,0.023524607366936505,0.8,0.01,5,500,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.625,0.7,0.6410256410256411,0.6553418803418803,0.03224867988119694,10
0.9574383894602457,0.0086924939267994,0.08592025438944499,0.001449511503322888,0.8,0.01,8,100,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 8, 'model__n_estimators': 100, 'model__subsample': 0.5}",0.0,0.0,0.0,0.0,0.0,317
0.9415297508239746,0.011043998735715498,0.0956581433614095,0.0030283506232460355,0.8,0.01,8,100,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 8, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.35,0.125,0.10256410256410256,0.1925213675213675,0.1117302768245733,301
0.7810922463734945,0.039002346644359025,0.1088860034942627,0.0022715079598457926,0.8,0.01,8,100,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 8, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.375,0.2,0.1794871794871795,0.2514957264957265,0.08773130620142235,294
2.5511934757232666,0.0048579994163151195,0.19075806935628256,0.008258261953453647,0.8,0.01,8,300,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 8, 'model__n_estimators': 300, 'model__subsample': 0.5}",0.55,0.65,0.5384615384615384,0.5794871794871795,0.050082115345191316,263
2.712023893992106,0.2081101587455771,0.2286356290181478,0.016417579060640116,0.8,0.01,8,300,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 8, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.575,0.625,0.5897435897435898,0.5965811965811966,0.020977204301324597,221
1.7481530507405598,0.03112518082192459,0.21138914426167807,0.0031730433190495446,0.8,0.01,8,300,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 8, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.625,0.575,0.6153846153846154,0.6051282051282051,0.02166249390861003,193
4.448356628417969,0.2968897709028276,0.30124107996622723,0.0033341807416272518,0.8,0.01,8,500,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 8, 'model__n_estimators': 500, 'model__subsample': 0.5}",0.6,0.65,0.6153846153846154,0.6217948717948718,0.020909623628589873,136
4.425729354222615,0.3952111969072522,0.34519608815511066,0.01838733718956626,0.8,0.01,8,500,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 8, 'model__n_estimators': 500, 'model__subsample': 0.8}",0.625,0.65,0.6410256410256411,0.6386752136752136,0.010340644130395621,44
3.120448350906372,0.24964256662534604,0.35429875055948895,0.01862788551388347,0.8,0.01,8,500,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 8, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.675,0.675,0.6153846153846154,0.6551282051282051,0.028102961816388432,19
1.076594591140747,0.12394717203391631,0.0986796220143636,0.009471025099245124,0.8,0.01,10,100,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 10, 'model__n_estimators': 100, 'model__subsample': 0.5}",0.0,0.0,0.0,0.0,0.0,317
0.9507896900177002,0.01953467792959342,0.10343408584594727,0.009544823823219853,0.8,0.01,10,100,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 10, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.35,0.125,0.10256410256410256,0.1925213675213675,0.1117302768245733,301
0.7721313635508219,0.025398712427905052,0.10510190327962239,0.009227781096338653,0.8,0.01,10,100,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 10, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.375,0.2,0.1794871794871795,0.2514957264957265,0.08773130620142235,294
2.737909952799479,0.1835248120293122,0.20049460728963217,0.010587528006371394,0.8,0.01,10,300,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 10, 'model__n_estimators': 300, 'model__subsample': 0.5}",0.55,0.65,0.5128205128205128,0.570940170940171,0.05792766175705386,274
2.704275290171305,0.18826966549088023,0.23079164822896323,0.0010377949378781977,0.8,0.01,10,300,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 10, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.575,0.625,0.5897435897435898,0.5965811965811966,0.020977204301324597,221
1.9505131244659424,0.1677358707742115,0.23716394106547037,0.005068460545734819,0.8,0.01,10,300,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 10, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.575,0.55,0.6153846153846154,0.5801282051282052,0.02693833511468038,253
4.5415027141571045,0.21825752895230358,0.28951334953308105,0.0034624886678055636,0.8,0.01,10,500,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 10, 'model__n_estimators': 500, 'model__subsample': 0.5}",0.6,0.65,0.6153846153846154,0.6217948717948718,0.020909623628589873,136
4.602217276891072,0.3438123432379173,0.3483242988586426,0.019505308205944403,0.8,0.01,10,500,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 10, 'model__n_estimators': 500, 'model__subsample': 0.8}",0.625,0.65,0.6410256410256411,0.6386752136752136,0.010340644130395621,44
3.308720350265503,0.21610820042043338,0.3485751946767171,0.005761354325281412,0.8,0.01,10,500,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 10, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.675,0.6,0.6153846153846154,0.6301282051282051,0.03234480977318686,94
1.1837618350982666,0.04408374633981526,0.09956733385721843,0.007741836312543691,0.8,0.01,12,100,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 12, 'model__n_estimators': 100, 'model__subsample': 0.5}",0.0,0.0,0.0,0.0,0.0,317
1.06696613629659,0.08566453055335559,0.10270579655965169,0.013057527606698364,0.8,0.01,12,100,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 12, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.35,0.125,0.10256410256410256,0.1925213675213675,0.1117302768245733,301
0.8026832739512125,0.06361727614412714,0.10010345776875813,0.005158566458872426,0.8,0.01,12,100,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 12, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.375,0.2,0.1794871794871795,0.2514957264957265,0.08773130620142235,294
2.6700665950775146,0.3059873445972217,0.19898668924967447,0.011514465098543609,0.8,0.01,12,300,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 12, 'model__n_estimators': 300, 'model__subsample': 0.5}",0.55,0.65,0.5128205128205128,0.570940170940171,0.05792766175705386,274
2.668936014175415,0.26981971492793,0.23165162404378256,0.010731626001875182,0.8,0.01,12,300,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 12, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.575,0.625,0.5897435897435898,0.5965811965811966,0.020977204301324597,221
1.940733512242635,0.252132220339832,0.22156945864359537,0.009505018085324432,0.8,0.01,12,300,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 12, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.575,0.55,0.6153846153846154,0.5801282051282052,0.02693833511468038,253
4.606252193450928,0.3458347733187762,0.33216365178426105,0.011920376029436954,0.8,0.01,12,500,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 12, 'model__n_estimators': 500, 'model__subsample': 0.5}",0.6,0.65,0.6153846153846154,0.6217948717948718,0.020909623628589873,136
4.426174481709798,0.384013566823972,0.34310364723205566,0.01582817541357491,0.8,0.01,12,500,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 12, 'model__n_estimators': 500, 'model__subsample': 0.8}",0.625,0.65,0.6410256410256411,0.6386752136752136,0.010340644130395621,44
2.886329968770345,0.04125093564172359,0.36228760083516437,0.009882888443580328,0.8,0.01,12,500,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.01, 'model__max_depth': 12, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.675,0.6,0.6153846153846154,0.6301282051282051,0.03234480977318686,94
1.1820015907287598,0.1298735650944876,0.09760363896687825,0.009797842672306996,0.8,0.1,5,100,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 100, 'model__subsample': 0.5}",0.625,0.725,0.6153846153846154,0.6551282051282051,0.04956251738481461,19
1.0486319065093994,0.017757933883649414,0.1023104190826416,0.009724929460518965,0.8,0.1,5,100,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.625,0.65,0.6410256410256411,0.6386752136752136,0.010340644130395621,44
0.8118870258331299,0.012971918791613149,0.0999893347422282,0.005345839833986228,0.8,0.1,5,100,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.65,0.625,0.6153846153846154,0.6301282051282051,0.01458949573941159,94
2.807963768641154,0.32533511598854425,0.1656521956125895,0.001654488573644966,0.8,0.1,5,300,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 300, 'model__subsample': 0.5}",0.625,0.6,0.6153846153846154,0.6134615384615385,0.010296396412954505,163
2.795926094055176,0.21727869121762927,0.18503793080647787,0.01771081672783746,0.8,0.1,5,300,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.625,0.625,0.6153846153846154,0.6217948717948718,0.004532735776836827,136
1.731581687927246,0.05522330909793427,0.18924832344055176,0.008755720568808899,0.8,0.1,5,300,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.625,0.6,0.6410256410256411,0.622008547008547,0.016881694200943348,127
4.189596970876058,0.27226293578963745,0.23993444442749023,0.016936404642713152,0.8,0.1,5,500,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 500, 'model__subsample': 0.5}",0.625,0.575,0.5897435897435898,0.5965811965811966,0.020977204301324597,221
4.288709878921509,0.49905550159769724,0.2583722273508708,0.014500821385798033,0.8,0.1,5,500,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 500, 'model__subsample': 0.8}",0.625,0.6,0.6153846153846154,0.6134615384615385,0.010296396412954505,163
3.016556660334269,0.4049020737106018,0.2677401701609294,0.02410198946242649,0.8,0.1,5,500,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 5, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.675,0.575,0.6410256410256411,0.6303418803418803,0.04151792429590628,74
1.1726543108622234,0.188984499558723,0.0987393856048584,0.005534311037998906,0.8,0.1,8,100,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 8, 'model__n_estimators': 100, 'model__subsample': 0.5}",0.625,0.675,0.6153846153846154,0.6384615384615385,0.026133098859794254,56
1.175174872080485,0.17778597267594118,0.10628501574198405,0.0055771960286898695,0.8,0.1,8,100,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 8, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.625,0.65,0.6410256410256411,0.6386752136752136,0.010340644130395621,44
0.8866193294525146,0.022265160422995953,0.10003272692362468,0.001490263567093281,0.8,0.1,8,100,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 8, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.65,0.625,0.6410256410256411,0.6386752136752136,0.010340644130395621,44
2.831524133682251,0.23992306103242975,0.1713120142618815,0.007474206301585249,0.8,0.1,8,300,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 8, 'model__n_estimators': 300, 'model__subsample': 0.5}",0.6,0.625,0.6410256410256411,0.622008547008547,0.016881694200943348,127
2.528092702229818,0.042903193429801714,0.19247841835021973,0.01045291756980232,0.8,0.1,8,300,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 8, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.625,0.625,0.6410256410256411,0.6303418803418803,0.007554559628061431,74
1.8311381340026855,0.10560457310916319,0.20227313041687012,0.015131771560922736,0.8,0.1,8,300,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 8, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.65,0.6,0.6410256410256411,0.6303418803418803,0.021765524065379245,74
4.279550155003865,0.18347639397832916,0.2228515942891439,0.0006693167913968338,0.8,0.1,8,500,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 8, 'model__n_estimators': 500, 'model__subsample': 0.5}",0.6,0.575,0.5897435897435898,0.5882478632478633,0.010260860857729044,241
4.597614765167236,0.495877482962153,0.261247714360555,0.012485981692186919,0.8,0.1,8,500,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 8, 'model__n_estimators': 500, 'model__subsample': 0.8}",0.6,0.625,0.6410256410256411,0.622008547008547,0.016881694200943348,127
2.831244786580404,0.15764855140954206,0.2735416094462077,0.009482360145774365,0.8,0.1,8,500,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 8, 'model__n_estimators': 500, 'model__subsample': 1.0}",0.625,0.6,0.6410256410256411,0.622008547008547,0.016881694200943348,127
1.161436637242635,0.14979755582943374,0.10048659642537434,0.013870031867197265,0.8,0.1,10,100,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 10, 'model__n_estimators': 100, 'model__subsample': 0.5}",0.625,0.675,0.6153846153846154,0.6384615384615385,0.026133098859794254,56
1.1554899215698242,0.14995975423117344,0.10073733329772949,0.007494200045710902,0.8,0.1,10,100,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 10, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.625,0.625,0.6410256410256411,0.6303418803418803,0.007554559628061431,74
0.9144580364227295,0.06229654373134681,0.11555790901184082,0.008695631796536967,0.8,0.1,10,100,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 10, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.65,0.625,0.6410256410256411,0.6386752136752136,0.010340644130395621,44
2.943017323811849,0.23757255799997784,0.17147493362426758,0.011486161938094087,0.8,0.1,10,300,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 10, 'model__n_estimators': 300, 'model__subsample': 0.5}",0.6,0.625,0.6410256410256411,0.622008547008547,0.016881694200943348,127
2.597569306691488,0.07600436238792965,0.18293364842732748,0.007377460336010423,0.8,0.1,10,300,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 10, 'model__n_estimators': 300, 'model__subsample': 0.8}",0.625,0.625,0.6153846153846154,0.6217948717948718,0.004532735776836827,136
1.7630210717519124,0.0005955072613296529,0.1826817194620768,0.0011155032708485982,0.8,0.1,10,300,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 10, 'model__n_estimators': 300, 'model__subsample': 1.0}",0.65,0.6,0.6153846153846154,0.6217948717948718,0.020909623628589873,136
4.32705815633138,0.3715631633973005,0.23648746808369955,0.010092482451199454,0.8,0.1,10,500,0.5,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 10, 'model__n_estimators': 500, 'model__subsample': 0.5}",0.6,0.575,0.5897435897435898,0.5882478632478633,0.010260860857729044,241
4.2654796441396075,0.4679758158675367,0.26399461428324383,0.011436838139924412,0.8,0.1,10,500,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.1, 'model__max_depth': 10, 'model__n_estimators': 500, 'model__subsample': 0.8}",0.625,0.625,0.6153846153846154,0.6217948717948718,0.004532735776836827,136
